12551,0,500
12552,0,500
12553,0,500
12554,0,500
12555,0,500
12556,0,500
12557,0,500
12558,0,500
12559,0,500
12560,0,500
12561,0,500
12562,0,500
12563,0,500
12564,0,500
12565,0,500
12566,0,500
12567,0,500
12568,0,500
12569,0,500
12570,0,500
12571,0,500
12572,0,500
12573,0,500
12574,0,500
12575,0,500
12576,0,500
12577,0,500
12578,0,500
12579,0,500
12580,0,500
12581,0,500
12582,0,500
12583,0,500
12584,0,500
12585,0,500
12586,0,500
12587,0,500
12588,0,500
12589,0,500
12590,0,500
12591,0,500
12592,0,500
12593,0,500
12594,0,500
12595,0,500
12596,0,500
12597,0,500
12598,0,500
12599,0,500
12600,0,500
12601,0,500
12602,0,500
12603,0,500
12604,0,500
12605,0,500
12606,0,500
12607,0,500
12608,0,500
12609,0,500
12610,0,500
12611,0,500
12612,0,500
12613,0,500
12614,0,500
12615,0,500
12616,0,500
12617,0,500
12618,0,500
12619,0,500
12620,0,500
12621,0,500
12622,0,500
12623,0,500
12624,0,500
12625,0,500
12626,0,500
12627,0,500
12628,0,500
12629,0,500
12630,0,500
12631,0,500
12632,0,500
12633,0,500
12634,0,500
12635,0,500
12636,0,500
12637,0,500
12638,0,500
12639,0,500
12640,0,500
12641,0,500
12642,0,500
12643,0,500
12644,0,500
12645,0,500
12646,0,500
12647,0,500
12648,0,500
12649,0,500
12650,0,500
12651,0,500
12652,0,500
12653,0,500
12654,0,500
12655,0,500
12656,0,500
12657,0,500
12658,0,500
12659,0,500
12660,0,500
12661,0,500
12662,0,500
12663,0,500
12664,0,500
12665,0,500
12666,0,500
12667,0,500
12668,0,500
12669,0,500
12670,0,500
12671,0,500
12672,0,500
12673,0,500
12674,0,500
12675,0,500
12676,0,500
12677,0,500
12678,0,500
12679,0,500
12680,0,500
12681,0,500
12682,0,500
12683,0,500
12684,0,500
12685,0,500
12686,0,500
12687,0,500
12688,0,500
12689,0,500
12690,0,500
12691,0,500
12692,0,500
12693,0,500
12694,0,500
12695,0,500
12696,0,500
12697,0,500
12698,0,500
12699,0,500
12700,0,500
12701,0,500
12702,0,500
12703,0,500
12704,0,500
12705,0,500
12706,0,500
12707,0,500
12708,0,500
12709,0,500
12710,0,500
12711,0,500
12712,0,500
12713,0,500
12714,0,500
12715,0,500
12716,0,500
12717,0,500
12718,0,500
12719,0,500
12720,0,500
12721,0,500
12722,0,500
12723,0,500
12724,0,500
12725,0,500
12726,0,500
12727,0,500
12728,0,500
12729,0,500
12730,0,500
12731,0,500
12732,0,500
12733,0,500
12734,0,500
12735,0,500
12736,0,500
12737,0,500
12738,0,500
12739,0,500
12740,0,500
12741,0,500
12742,0,500
12743,0,500
12744,0,500
12745,0,500
12746,0,500
12747,0,500
12748,0,500
12749,0,500
12750,0,500
12751,0,500
12752,0,500
12753,0,500
12754,0,500
12755,0,500
12756,0,500
12757,0,500
12758,0,500
12759,0,500
12760,0,500
12761,0,500
12762,0,500
12763,0,500
12764,0,500
12765,0,500
12766,0,500
12767,0,500
12768,0,500
12769,0,500
12770,0,499
12771,0,1712
12772,0,21
12773,0,7
12774,0,261
12775,0,500
12776,0,500
12777,0,500
12778,0,500
12779,0,500
12780,0,500
12781,0,500
12782,0,500
12783,0,500
12784,0,1673
12785,0,21
12786,0,7
12787,0,299
12788,0,500
12789,0,500
12790,0,500
12791,0,500
12792,0,500
12793,0,500
12794,0,500
12795,0,500
12796,0,500
12797,0,500
12798,0,500
12799,0,500
12800,0,500
12801,0,500
12802,0,500
12803,0,500
12804,0,500
12805,0,500
12806,0,500
12807,0,500
12808,0,500
12809,0,500
12810,0,500
12811,0,500
12812,0,500
12813,0,500
12814,0,500
12815,0,500
12816,0,500
12817,0,500
12818,0,500
12819,0,500
12820,0,500
12821,0,500
12822,0,500
12823,0,500
12824,0,500
12825,0,500
12826,0,500
12827,0,500
12828,0,500
12829,0,500
12830,0,500
12831,0,500
12832,0,500
12833,0,500
12834,0,500
12835,0,500
12836,0,500
12837,0,500
12838,0,500
12839,0,500
12840,0,500
12841,0,500
12842,0,500
12843,0,500
12844,0,500
12845,0,500
12846,0,500
12847,0,500
12848,0,500
12849,0,500
12850,0,500
12851,0,500
12852,0,500
12853,0,500
12854,0,500
12855,0,500
12856,0,500
12857,0,500
12858,0,500
12859,0,500
12860,0,500
12861,0,500
12862,0,500
12863,0,500
12864,0,500
12865,0,500
12866,0,500
12867,0,500
12868,0,500
12869,0,500
12870,0,500
12871,0,500
12872,0,500
12873,0,500
12874,0,500
12875,0,500
12876,0,500
12877,0,500
12878,0,500
12879,0,500
12880,0,500
12881,0,500
12882,0,500
12883,0,500
12884,0,500
12885,0,500
12886,0,500
12887,0,500
12888,0,500
12889,0,500
12890,0,500
12891,0,500
12892,0,500
12893,0,500
12894,0,500
12895,0,500
12896,0,500
12897,0,500
12898,0,500
12899,0,500
12900,0,500
12901,0,500
12902,0,500
12903,0,500
12904,0,500
12905,0,500
12906,0,500
12907,0,500
12908,0,500
12909,0,500
12910,0,500
12911,0,500
12912,0,500
12913,0,500
12914,0,500
12915,0,500
12916,0,500
12917,0,500
12918,0,500
12919,0,500
12920,0,500
12921,0,500
12922,0,500
12923,0,500
12924,0,500
12925,0,500
12926,0,500
12927,0,500
12928,0,500
12929,0,500
12930,0,500
12931,0,500
12932,0,500
12933,0,500
12934,0,500
12935,0,500
12936,0,500
12937,0,500
12938,0,500
12939,0,500
12940,0,500
12941,0,500
12942,0,500
12943,0,500
12944,0,500
12945,0,500
12946,0,500
12947,0,500
12948,0,500
12949,0,500
12950,0,500
12951,0,500
12952,0,500
12953,0,500
12954,0,500
12955,0,500
12956,0,500
12957,0,500
12958,0,500
12959,0,500
12960,0,500
12961,0,500
12962,0,500
12963,0,500
12964,0,500
12965,0,500
12966,0,500
12967,0,500
12968,0,500
12969,0,500
12970,0,500
12971,0,500
12972,0,500
12973,0,500
12974,0,500
12975,0,500
12976,0,500
12977,0,500
12978,0,500
12979,0,500
12980,0,500
12981,0,500
12982,0,500
12983,0,500
12984,0,500
12985,0,500
12986,0,500
12987,0,500
12988,0,500
12989,0,500
12990,0,500
12991,0,500
12992,0,500
12993,0,500
12994,0,500
12995,0,500
12996,0,500
12997,0,500
12998,0,500
12999,0,500
13000,0,500
13001,0,500
13002,0,500
13003,0,500
13004,0,500
13005,0,500
13006,0,500
13007,0,500
13008,0,500
13009,0,500
13010,0,500
13011,0,500
13012,0,500
13013,0,500
13014,0,500
13015,0,500
13016,0,500
13017,0,500
13018,0,500
13019,0,500
13020,0,500
13021,0,500
13022,0,500
13023,0,500
13024,0,500
13025,0,500
13026,0,500
13027,0,500
13028,0,500
13029,0,500
13030,0,500
13031,0,500
13032,0,500
13033,0,500
13034,0,500
13035,0,500
13036,0,500
13037,0,500
13038,0,500
13039,0,500
13040,0,500
13041,0,500
13042,0,500
13043,0,500
13044,0,500
13045,0,500
13046,0,500
13047,0,500
13048,0,500
13049,0,500
13050,0,500
13051,0,500
13052,0,500
13053,0,500
13054,0,500
13055,0,500
13056,0,500
13057,0,500
13058,0,500
13059,0,500
13060,0,500
13061,0,500
13062,0,500
13063,0,500
13064,0,500
13065,0,500
13066,0,500
13067,0,500
13068,0,500
13069,0,500
13070,0,500
13071,0,500
13072,0,500
13073,0,500
13074,0,500
13075,0,500
13076,0,500
13077,0,500
13078,0,500
13079,0,500
13080,0,500
13081,0,500
13082,0,500
13083,0,500
13084,0,500
13085,0,500
13086,0,500
13087,0,500
13088,0,500
13089,0,500
13090,0,500
13091,0,500
13092,0,500
13093,0,500
13094,0,500
13095,0,500
13096,0,500
13097,0,500
13098,0,500
13099,0,500
13100,0,500
13101,0,500
13102,0,500
13103,0,500
13104,0,500
13105,0,500
13106,0,500
13107,0,500
13108,0,500
13109,0,500
13110,0,500
13111,0,500
13112,0,500
13113,0,500
13114,0,500
13115,0,500
13116,0,500
13117,0,500
13118,0,500
13119,0,500
13120,0,500
13121,0,500
13122,0,500
13123,0,500
13124,0,500
13125,0,500
13126,0,500
13127,0,500
13128,0,500
13129,0,500
13130,0,500
13131,0,500
13132,0,500
13133,0,500
13134,0,500
13135,0,500
13136,0,500
13137,0,500
13138,0,500
13139,0,500
13140,0,500
13141,0,500
13142,0,500
13143,0,500
13144,0,500
13145,0,500
13146,0,500
13147,0,500
13148,0,500
13149,0,500
13150,0,500
13151,0,500
13152,0,500
13153,0,500
13154,0,500
13155,0,500
13156,0,500
13157,0,500
13158,0,500
13159,0,500
13160,0,500
13161,0,500
13162,0,500
13163,0,500
13164,0,500
13165,0,500
13166,0,500
13167,0,500
13168,0,500
13169,0,500
13170,0,500
13171,0,500
13172,0,500
13173,0,500
13174,0,500
13175,0,500
13176,0,500
13177,0,500
13178,0,500
13179,0,500
13180,0,499
13181,0,1530
13182,0,21
13183,0,7
13184,0,443
13185,0,500
13186,0,500
13187,0,500
13188,0,500
13189,0,500
13190,0,500
13191,0,500
13192,0,500
13193,0,1660
13194,0,21
13195,0,7
13196,0,312
13197,0,500
13198,0,500
13199,0,500
13200,0,500
13201,0,500
13202,0,500
13203,0,500
13204,0,500
13205,0,500
13206,0,500
13207,0,500
13208,0,500
13209,0,500
13210,0,500
13211,0,500
13212,0,500
13213,0,500
13214,0,500
13215,0,500
13216,0,500
13217,0,500
13218,0,500
13219,0,500
13220,0,500
13221,0,500
13222,0,500
13223,0,500
13224,0,500
13225,0,500
13226,0,500
13227,0,500
13228,0,500
13229,0,500
13230,0,500
13231,0,500
13232,0,500
13233,0,500
13234,0,512
13235,0,488
13236,0,500
13237,0,500
13238,0,500
13239,0,500
13240,0,500
13241,0,500
13242,0,500
13243,0,500
13244,0,500
13245,0,500
13246,0,500
13247,0,500
13248,0,500
13249,0,500
13250,0,500
13251,0,500
13252,0,500
13253,0,500
13254,0,500
13255,0,500
13256,0,500
13257,0,500
13258,0,500
13259,0,500
13260,0,500
13261,0,500
13262,0,500
13263,0,500
13264,0,500
13265,0,500
13266,0,500
13267,0,500
13268,0,500
13269,0,500
13270,0,500
13271,0,500
13272,0,500
13273,0,500
13274,0,500
13275,0,500
13276,0,500
13277,0,500
13278,0,500
13279,0,500
13280,0,500
13281,0,500
13282,0,500
13283,0,500
13284,0,500
13285,0,500
13286,0,500
13287,0,500
13288,0,500
13289,0,500
13290,0,500
13291,0,500
13292,0,500
13293,0,500
13294,0,500
13295,0,500
13296,0,500
13297,0,500
13298,0,500
13299,0,500
13300,0,500
13301,0,500
13302,0,500
13303,0,500
13304,0,500
13305,0,500
13306,0,500
13307,0,500
13308,0,500
13309,0,500
13310,0,500
13311,0,500
13312,0,500
13313,0,500
13314,0,500
13315,0,500
13316,0,500
13317,0,500
13318,0,500
13319,0,500
13320,0,500
13321,0,500
13322,0,500
13323,0,500
13324,0,500
13325,0,500
13326,0,500
13327,0,500
13328,0,500
13329,0,500
13330,0,500
13331,0,500
13332,0,500
13333,0,500
13334,0,500
13335,0,500
13336,0,500
13337,0,500
13338,0,500
13339,0,500
13340,0,500
13341,0,500
13342,0,500
13343,0,500
13344,0,500
13345,0,500
13346,0,500
13347,0,500
13348,0,500
13349,0,500
13350,0,500
13351,0,500
13352,0,500
13353,0,500
13354,0,500
13355,0,500
13356,0,500
13357,0,500
13358,0,500
13359,0,500
13360,0,500
13361,0,500
13362,0,500
13363,0,500
13364,0,500
13365,0,500
13366,0,500
13367,0,500
13368,0,500
13369,0,500
13370,0,500
13371,0,500
13372,0,500
13373,0,500
13374,0,500
13375,0,500
13376,0,500
13377,0,500
13378,0,500
13379,0,500
13380,0,500
13381,0,500
13382,0,500
13383,0,500
13384,0,500
13385,0,500
13386,0,500
13387,0,500
13388,0,500
13389,0,500
13390,0,500
13391,0,500
13392,0,500
13393,0,500
13394,0,500
13395,0,500
13396,0,500
13397,0,500
13398,0,500
13399,0,500
13400,0,500
13401,0,500
13402,0,500
13403,0,500
13404,0,500
13405,0,500
13406,0,500
13407,0,500
13408,0,500
13409,0,500
13410,0,500
13411,0,500
13412,0,500
13413,0,500
13414,0,500
13415,0,500
13416,0,500
13417,0,500
13418,0,500
13419,0,500
13420,0,500
13421,0,500
13422,0,500
13423,0,500
13424,0,500
13425,0,500
13426,0,500
13427,0,500
13428,0,500
13429,0,500
13430,0,500
13431,0,500
13432,0,500
13433,0,500
13434,0,504
13435,0,496
13436,0,500
13437,0,500
13438,0,500
13439,0,500
13440,0,500
13441,0,500
13442,0,500
13443,0,500
13444,0,500
13445,0,500
13446,0,500
13447,0,500
13448,0,500
13449,0,500
13450,0,500
13451,0,500
13452,0,500
13453,0,500
13454,0,500
13455,0,500
13456,0,500
13457,0,500
13458,0,500
13459,0,500
13460,0,500
13461,0,500
13462,0,500
13463,0,500
13464,0,500
13465,0,500
13466,0,500
13467,0,500
13468,0,500
13469,0,500
13470,0,500
13471,0,500
13472,0,500
13473,0,500
13474,0,500
13475,0,500
13476,0,500
13477,0,500
13478,0,500
13479,0,500
13480,0,500
13481,0,500
13482,0,500
13483,0,500
13484,0,500
13485,0,500
13486,0,500
13487,0,500
13488,0,500
13489,0,500
13490,0,500
13491,0,500
13492,0,500
13493,0,500
13494,0,500
13495,0,500
13496,0,500
13497,0,500
13498,0,500
13499,0,500
13500,0,500
13501,0,500
13502,0,500
13503,0,500
13504,0,500
13505,0,500
13506,0,500
13507,0,500
13508,0,500
13509,0,500
13510,0,500
13511,0,500
13512,0,500
13513,0,500
13514,0,500
13515,0,500
13516,0,500
13517,0,500
13518,0,500
13519,0,500
13520,0,500
13521,0,500
13522,0,500
13523,0,500
13524,0,500
13525,0,500
13526,0,500
13527,0,500
13528,0,500
13529,0,500
13530,0,500
13531,0,500
13532,0,500
13533,0,500
13534,0,500
13535,0,500
13536,0,500
13537,0,500
13538,0,500
13539,0,500
13540,0,500
13541,0,500
13542,0,500
13543,0,500
13544,0,500
13545,0,500
13546,0,500
13547,0,500
13548,0,500
13549,0,500
13550,0,500
13551,0,500
13552,0,500
13553,0,500
13554,0,500
13555,0,500
13556,0,500
13557,0,500
13558,0,500
13559,0,500
13560,0,500
13561,0,500
13562,0,500
13563,0,500
13564,0,500
13565,0,500
13566,0,500
13567,0,500
13568,0,500
13569,0,500
13570,0,500
13571,0,500
13572,0,500
13573,0,500
13574,0,500
13575,0,500
13576,0,500
13577,0,500
13578,0,500
13579,0,500
13580,0,500
13581,0,500
13582,0,500
13583,0,500
13584,0,500
13585,0,500
13586,0,500
13587,0,500
13588,0,500
13589,0,500
13590,0,499
13591,0,1312
13592,0,7
13593,0,182
13594,0,500
13595,0,500
13596,0,500
13597,0,500
13598,0,500
13599,0,500
13600,0,500
13601,0,500
13602,0,1737
13603,0,21
13604,0,7
13605,0,235
13606,0,500
13607,0,500
13608,0,500
13609,0,500
13610,0,500
13611,0,500
13612,0,500
13613,0,500
13614,0,500
13615,0,500
13616,0,500
13617,0,500
13618,0,500
13619,0,500
13620,0,500
13621,0,500
13622,0,500
13623,0,500
13624,0,500
13625,0,500
13626,0,500
13627,0,500
13628,0,500
13629,0,500
13630,0,500
13631,0,500
13632,0,500
13633,0,500
13634,0,500
13635,0,500
13636,0,500
13637,0,500
13638,0,500
13639,0,500
13640,0,500
13641,0,500
13642,0,500
13643,0,500
13644,0,500
13645,0,500
13646,0,500
13647,0,500
13648,0,500
13649,0,500
13650,0,500
13651,0,500
13652,0,500
13653,0,500
13654,0,500
13655,0,500
13656,0,500
13657,0,500
13658,0,500
13659,0,500
13660,0,500
13661,0,500
13662,0,500
13663,0,500
13664,0,500
13665,0,500
13666,0,500
13667,0,500
13668,0,500
13669,0,500
13670,0,500
13671,0,500
13672,0,500
13673,0,500
13674,0,500
13675,0,500
13676,0,500
13677,0,500
13678,0,500
13679,0,500
13680,0,500
13681,0,500
13682,0,500
13683,0,500
13684,0,500
13685,0,500
13686,0,500
13687,0,500
13688,0,500
13689,0,500
13690,0,500
13691,0,500
13692,0,500
13693,0,500
13694,0,500
13695,0,500
13696,0,500
13697,0,500
13698,0,500
13699,0,500
13700,0,500
13701,0,500
13702,0,500
13703,0,500
13704,0,500
13705,0,500
13706,0,500
13707,0,500
13708,0,500
13709,0,500
13710,0,500
13711,0,500
13712,0,500
13713,0,500
13714,0,500
13715,0,500
13716,0,500
13717,0,500
13718,0,500
13719,0,500
13720,0,500
13721,0,500
13722,0,500
13723,0,500
13724,0,500
13725,0,500
13726,0,500
13727,0,500
13728,0,500
13729,0,500
13730,0,500
13731,0,500
13732,0,500
13733,0,500
13734,0,500
13735,0,500
13736,0,500
13737,0,500
13738,0,500
13739,0,500
13740,0,500
13741,0,500
13742,0,500
13743,0,500
13744,0,500
13745,0,500
13746,0,500
13747,0,500
13748,0,500
13749,0,500
13750,0,500
13751,0,500
13752,0,500
13753,0,500
13754,0,500
13755,0,500
13756,0,500
13757,0,500
13758,0,500
13759,0,500
13760,0,500
13761,0,500
13762,0,500
13763,0,500
13764,0,500
13765,0,500
13766,0,500
13767,0,500
13768,0,500
13769,0,500
13770,0,500
13771,0,500
13772,0,500
13773,0,500
13774,0,500
13775,0,500
13776,0,500
13777,0,500
13778,0,500
13779,0,500
13780,0,500
13781,0,500
13782,0,500
13783,0,500
13784,0,500
13785,0,500
13786,0,500
13787,0,500
13788,0,500
13789,0,500
13790,0,500
13791,0,500
13792,0,500
13793,0,500
13794,0,500
13795,0,500
13796,0,500
13797,0,500
13798,0,500
13799,0,500
13800,0,500
13801,0,500
13802,0,500
13803,0,500
13804,0,500
13805,0,500
13806,0,500
13807,0,500
13808,0,500
13809,0,500
13810,0,500
13811,0,500
13812,0,500
13813,0,500
13814,0,500
13815,0,500
13816,0,500
13817,0,500
13818,0,500
13819,0,500
13820,0,500
13821,0,500
13822,0,500
13823,0,500
13824,0,500
13825,0,500
13826,0,500
13827,0,500
13828,0,500
13829,0,500
13830,0,500
13831,0,500
13832,0,500
13833,0,500
13834,0,500
13835,0,500
13836,0,500
13837,0,500
13838,0,500
13839,0,500
13840,0,500
13841,0,500
13842,0,500
13843,0,500
13844,0,500
13845,0,500
13846,0,500
13847,0,500
13848,0,500
13849,0,500
13850,0,500
13851,0,500
13852,0,500
13853,0,500
13854,0,500
13855,0,500
13856,0,500
13857,0,500
13858,0,500
13859,0,500
13860,0,500
13861,0,500
13862,0,500
13863,0,500
13864,0,500
13865,0,500
13866,0,500
13867,0,500
13868,0,500
13869,0,500
13870,0,500
13871,0,500
13872,0,500
13873,0,500
13874,0,500
13875,0,500
13876,0,500
13877,0,500
13878,0,500
13879,0,500
13880,0,500
13881,0,500
13882,0,500
13883,0,500
13884,0,500
13885,0,500
13886,0,500
13887,0,500
13888,0,500
13889,0,500
13890,0,500
13891,0,500
13892,0,500
13893,0,500
13894,0,500
13895,0,500
13896,0,500
13897,0,500
13898,0,500
13899,0,500
13900,0,500
13901,0,500
13902,0,500
13903,0,500
13904,0,500
13905,0,500
13906,0,500
13907,0,500
13908,0,500
13909,0,500
13910,0,500
13911,0,500
13912,0,500
13913,0,500
13914,0,500
13915,0,500
13916,0,500
13917,0,500
13918,0,500
13919,0,500
13920,0,500
13921,0,500
13922,0,500
13923,0,500
13924,0,500
13925,0,500
13926,0,500
13927,0,500
13928,0,500
13929,0,500
13930,0,500
13931,0,500
13932,0,500
13933,0,500
13934,0,500
13935,0,500
13936,0,500
13937,0,500
13938,0,500
13939,0,500
13940,0,500
13941,0,500
13942,0,500
13943,0,500
13944,0,500
13945,0,500
13946,0,500
13947,0,500
13948,0,500
13949,0,500
13950,0,500
13951,0,500
13952,0,500
13953,0,500
13954,0,500
13955,0,500
13956,0,500
13957,0,500
13958,0,500
13959,0,500
13960,0,500
13961,0,500
13962,0,500
13963,0,500
13964,0,500
13965,0,500
13966,0,500
13967,0,500
13968,0,500
13969,0,500
13970,0,500
13971,0,500
13972,0,500
13973,0,500
13974,0,500
13975,0,500
13976,0,500
13977,0,500
13978,0,500
13979,0,500
13980,0,500
13981,0,500
13982,0,500
13983,0,500
13984,0,500
13985,0,500
13986,0,500
13987,0,500
13988,0,500
13989,0,500
13990,0,500
13991,0,500
13992,0,500
13993,0,500
13994,0,500
13995,0,500
13996,0,500
13997,0,500
13998,0,500
13999,0,499
14000,0,1627
14001,0,21
14002,0,7
14003,0,346
14004,0,500
14005,0,500
14006,0,500
14007,0,500
14008,0,500
14009,0,500
14010,0,500
14011,0,1619
14012,0,21
14013,0,8
14014,0,352
14015,0,500
14016,0,500
14017,0,500
14018,0,500
14019,0,500
14020,0,500
14021,0,500
14022,0,500
14023,0,500
14024,0,500
14025,0,500
14026,0,500
14027,0,500
14028,0,500
14029,0,500
14030,0,500
14031,0,500
14032,0,500
14033,0,500
14034,0,513
14035,0,487
14036,0,500
14037,0,500
14038,0,500
14039,0,500
14040,0,500
14041,0,500
14042,0,500
14043,0,500
14044,0,500
14045,0,500
14046,0,500
14047,0,500
14048,0,500
14049,0,500
14050,0,500
14051,0,500
14052,0,500
14053,0,500
14054,0,500
14055,0,500
14056,0,500
14057,0,500
14058,0,500
14059,0,500
14060,0,500
14061,0,500
14062,0,500
14063,0,500
14064,0,500
14065,0,500
14066,0,500
14067,0,500
14068,0,500
14069,0,500
14070,0,500
14071,0,500
14072,0,500
14073,0,500
14074,0,500
14075,0,500
14076,0,500
14077,0,500
14078,0,500
14079,0,500
14080,0,500
14081,0,500
14082,0,500
14083,0,500
14084,0,500
14085,0,500
14086,0,500
14087,0,500
14088,0,500
14089,0,500
14090,0,500
14091,0,500
14092,0,500
14093,0,500
14094,0,500
14095,0,500
14096,0,500
14097,0,500
14098,0,500
14099,0,500
14100,0,500
14101,0,500
14102,0,500
14103,0,500
14104,0,500
14105,0,500
14106,0,500
14107,0,500
14108,0,500
14109,0,500
14110,0,500
14111,0,500
14112,0,500
14113,0,500
14114,0,500
14115,0,500
14116,0,500
14117,0,500
14118,0,500
14119,0,500
14120,0,500
14121,0,500
14122,0,500
14123,0,500
14124,0,500
14125,0,500
14126,0,500
14127,0,500
14128,0,500
14129,0,500
14130,0,500
14131,0,500
14132,0,500
14133,0,500
14134,0,500
14135,0,500
14136,0,500
14137,0,500
14138,0,500
14139,0,500
14140,0,500
14141,0,500
14142,0,500
14143,0,500
14144,0,500
14145,0,500
14146,0,500
14147,0,500
14148,0,500
14149,0,500
14150,0,500
14151,0,500
14152,0,500
14153,0,500
14154,0,500
14155,0,500
14156,0,500
14157,0,500
14158,0,500
14159,0,500
14160,0,500
14161,0,500
14162,0,500
14163,0,500
14164,0,500
14165,0,500
14166,0,500
14167,0,500
14168,0,500
14169,0,500
14170,0,500
14171,0,500
14172,0,500
14173,0,500
14174,0,500
14175,0,500
14176,0,500
14177,0,500
14178,0,500
14179,0,500
14180,0,500
14181,0,500
14182,0,500
14183,0,500
14184,0,500
14185,0,500
14186,0,500
14187,0,500
14188,0,500
14189,0,500
14190,0,500
14191,0,500
14192,0,500
14193,0,500
14194,0,500
14195,0,500
14196,0,500
14197,0,500
14198,0,500
14199,0,500
14200,0,500
14201,0,500
14202,0,500
14203,0,500
14204,0,500
14205,0,500
14206,0,500
14207,0,500
14208,0,500
14209,0,500
14210,0,500
14211,0,500
14212,0,500
14213,0,500
14214,0,500
14215,0,500
14216,0,500
14217,0,500
14218,0,500
14219,0,500
14220,0,500
14221,0,500
14222,0,500
14223,0,500
14224,0,500
14225,0,500
14226,0,500
14227,0,500
14228,0,500
14229,0,500
14230,0,500
14231,0,500
14232,0,500
14233,0,500
14234,0,500
14235,0,500
14236,0,500
14237,0,500
14238,0,500
14239,0,500
14240,0,500
14241,0,500
14242,0,500
14243,0,500
14244,0,500
14245,0,500
14246,0,500
14247,0,500
14248,0,500
14249,0,500
14250,0,500
14251,0,500
14252,0,500
14253,0,500
14254,0,500
14255,0,500
14256,0,500
14257,0,500
14258,0,500
14259,0,500
14260,0,500
14261,0,500
14262,0,500
14263,0,500
14264,0,500
14265,0,500
14266,0,500
14267,0,500
14268,0,500
14269,0,500
14270,0,500
14271,0,500
14272,0,500
14273,0,500
14274,0,500
14275,0,500
14276,0,500
14277,0,500
14278,0,500
14279,0,500
14280,0,500
14281,0,500
14282,0,500
14283,0,500
14284,0,500
14285,0,500
14286,0,500
14287,0,500
14288,0,500
14289,0,500
14290,0,500
14291,0,500
14292,0,500
14293,0,500
14294,0,500
14295,0,500
14296,0,500
14297,0,500
14298,0,500
14299,0,500
14300,0,500
14301,0,500
14302,0,500
14303,0,500
14304,0,500
14305,0,500
14306,0,500
14307,0,500
14308,0,500
14309,0,500
14310,0,500
14311,0,500
14312,0,500
14313,0,500
14314,0,500
14315,0,500
14316,0,500
14317,0,500
14318,0,500
14319,0,500
14320,0,500
14321,0,500
14322,0,500
14323,0,500
14324,0,500
14325,0,500
14326,0,500
14327,0,500
14328,0,500
14329,0,500
14330,0,500
14331,0,500
14332,0,500
14333,0,500
14334,0,500
14335,0,500
14336,0,500
14337,0,500
14338,0,500
14339,0,500
14340,0,500
14341,0,500
14342,0,500
14343,0,500
14344,0,500
14345,0,500
14346,0,500
14347,0,500
14348,0,500
14349,0,500
14350,0,500
14351,0,500
14352,0,500
14353,0,500
14354,0,500
14355,0,500
14356,0,500
14357,0,500
14358,0,500
14359,0,500
14360,0,500
14361,0,500
14362,0,500
14363,0,500
14364,0,500
14365,0,500
14366,0,500
14367,0,500
14368,0,500
14369,0,500
14370,0,500
14371,0,500
14372,0,500
14373,0,500
14374,0,500
14375,0,500
14376,0,500
14377,0,500
14378,0,500
14379,0,500
14380,0,500
14381,0,500
14382,0,500
14383,0,500
14384,0,500
14385,0,500
14386,0,500
14387,0,500
14388,0,500
14389,0,500
14390,0,500
14391,0,500
14392,0,500
14393,0,500
14394,0,500
14395,0,500
14396,0,500
14397,0,500
14398,0,500
14399,0,500
14400,0,500
14401,0,500
14402,0,500
14403,0,500
14404,0,500
14405,0,500
14406,0,500
14407,0,500
14408,0,500
14409,0,499
14410,0,1405
14411,0,7
14412,0,89
14413,0,500
14414,0,500
14415,0,500
14416,0,500
14417,0,500
14418,0,500
14419,0,500
14420,0,500
14421,0,500
14422,0,1568
14423,0,21
14424,0,7
14425,0,404
14426,0,500
14427,0,500
14428,0,500
14429,0,500
14430,0,500
14431,0,500
14432,0,500
14433,0,500
14434,0,501
14435,0,499
14436,0,500
14437,0,500
14438,0,500
14439,0,500
14440,0,500
14441,0,500
14442,0,500
14443,0,500
14444,0,500
14445,0,500
14446,0,500
14447,0,500
14448,0,500
14449,0,500
14450,0,500
14451,0,500
14452,0,500
14453,0,500
14454,0,500
14455,0,500
14456,0,500
14457,0,500
14458,0,500
14459,0,500
14460,0,500
14461,0,500
14462,0,500
14463,0,500
14464,0,500
14465,0,500
14466,0,500
14467,0,500
14468,0,500
14469,0,500
14470,0,500
14471,0,500
14472,0,500
14473,0,500
14474,0,500
14475,0,500
14476,0,500
14477,0,500
14478,0,500
14479,0,500
14480,0,500
14481,0,500
14482,0,500
14483,0,500
14484,0,500
14485,0,500
14486,0,500
14487,0,500
14488,0,500
14489,0,500
14490,0,500
14491,0,500
14492,0,500
14493,0,500
14494,0,500
14495,0,500
14496,0,500
14497,0,500
14498,0,500
14499,0,500
14500,0,500
14501,0,500
14502,0,500
14503,0,500
14504,0,500
14505,0,500
14506,0,500
14507,0,500
14508,0,500
14509,0,500
14510,0,500
14511,0,500
14512,0,500
14513,0,500
14514,0,500
14515,0,500
14516,0,500
14517,0,500
14518,0,500
14519,0,500
14520,0,500
14521,0,500
14522,0,500
14523,0,500
14524,0,500
14525,0,500
14526,0,500
14527,0,500
14528,0,500
14529,0,500
14530,0,500
14531,0,500
14532,0,500
14533,0,500
14534,0,500
14535,0,500
14536,0,500
14537,0,500
14538,0,500
14539,0,500
14540,0,500
14541,0,500
14542,0,500
14543,0,500
14544,0,500
14545,0,500
14546,0,500
14547,0,500
14548,0,500
